SMILES	GABAAalpha	NMDA	O00222	O15303	P41594	Q13255	Q14416	Q14643	Q14831	Q14832	Q14833
Cc1cc(-c2c3CCOC(CF)Cn3c(-c3ccc(C(F)(F)F)c(C)c3)n2)cc(C)n1							7.71				
Cc1cc(-c2c3CCOC(CF)Cn3c(-c3ccc(C(F)(F)F)c(C)c3)n2)ccn1							7.71				
Cc1cc(-c2c3CCOC(CF)Cn3c(-c3ccc(C(F)F)c(Cl)c3)n2)cc(C)n1							7.82				
Cc1cc(-c2c3CCOC(CF)Cn3c(-c3ccc(Cl)c(C)c3)n2)cc(C)n1							7.61				
Cc1cc(-c2c3CCOC(CF)Cn3c(-c3ccc(Cl)c(C)c3)n2)ccn1							7.45				
Cc1cc(-c2c3CCOC(CF)Cn3c(-c3ccc(Cl)c(Cl)c3)n2)cc(C)n1							7.68				
Cc1cc(-c2c3CCOC(CF)Cn3c(-c3ccc(Cl)c(Cl)c3)n2)ccn1							7.51				
Cc1cc(-c2c3CCOC(CF)Cn3c(-c3ccc(F)c(C(F)(F)F)c3)n2)cc(C)n1							7.72				
Cc1cc(-c2c3CCOC(CF)Cn3c(-c3ccc(F)c(C(F)(F)F)c3)n2)ccn1							7.61				
Cc1cc(-c2c3CCOC(CF)Cn3c(-c3ccc(F)c(Cl)c3)n2)cc(C)n1							7.57				
Cc1cc(-c2c3CCOC(CF)Cn3c(-c3ccc(F)c(Cl)c3)n2)ccn1							7.42				
Cc1cc(-c2c3CCOC(CF)Cn3c(-c3ccc(OC(C)C)c(C)c3)n2)cc(C)n1							8.74				
Cc1cc(-c2c3CCOC(CF)Cn3c(-c3ccc(OC(C)C)c(Cl)c3)n2)cc(C)n1							8.27				
Cc1cc(-c2c3CCOC(CF)Cn3c(-c3ccc(OC(F)(F)F)c(C#N)c3)n2)cc(C)n1							8.43				
Cc1cc(-c2c3CCOC(CF)Cn3c(-c3ccc(OC(F)(F)F)c(C#N)c3)n2)ccn1							8.42				
Cc1cc(-c2c3CCOC(CF)Cn3c(-c3ccc(OC(F)(F)F)c(C)c3)n2)cc(C)n1							8.4				
Cc1cc(-c2c3CCOC(CF)Cn3c(-c3ccc(OC(F)(F)F)c(C)c3)n2)ccn1							8.3				
Cc1cc(-c2c3CCOC(CF)Cn3c(-c3ccc(OC(F)(F)F)c(F)c3)n2)cc(C)n1							8.03				
Cc1cc(-c2c3CCOC(CF)Cn3c(-c3ccc(OC(F)(F)F)c(F)c3)n2)cc(CF)n1							7.85				
Cc1cc(-c2c3CCOC(CF)Cn3c(-c3ccc(OC(F)(F)F)c(F)c3)n2)cc(CO)n1							7.37				
Cc1cc(-c2c3CCOC(CF)Cn3c(-c3ccc(OC(F)(F)F)c(F)c3)n2)ccn1							7.82				
Cc1cc(-c2c3CCOC(CF)Cn3c(-c3ccc(OC(F)(F)F)cc3)n2)cc(C)n1							7.68				
Cc1cc(-c2c3CCOC(CF)Cn3c(-c3ccc(OC(F)(F)F)cc3)n2)ccn1							7.59				
Cc1cc(-c2c3CCOC(CF)Cn3c(-c3ccc(OC(F)F)c(C)c3)n2)cc(C(F)F)n1							7.68				
Cc1cc(-c2c3CCOC(CF)Cn3c(-c3ccc(OC(F)F)c(C)c3)n2)cc(C)n1							8.46				
Cc1cc(-c2c3CCOC(CF)Cn3c(-c3ccc(OC(F)F)c(C)c3)n2)cc(CF)n1							8.22				
Cc1cc(-c2c3CCOC(CF)Cn3c(-c3ccc(OC(F)F)c(C)c3)n2)ccn1							8.33				
Cc1cc(-c2c3CCOC(CF)Cn3c(-c3ccc(OC(F)F)c(Cl)c3)n2)cc(C)n1							8.7				
Cc1cc(-c2c3CCOC(CF)Cn3c(-c3ccc(OC4CC4)c(C)c3)n2)cc(C)n1							8.39				
Cc1cc(-c2c3CCOC(CF)Cn3c(-c3ccc(OC4CC4)c(Cl)c3)n2)cc(C)n1							8.74				
Cc1cc(-c2c3CCOC(CF)Cn3c(-c3ccc(OCF)c(C)c3)n2)cc(CO)n1							7.52				
Cc1cc(-c2c3CCOCCn3c(-c3ccc(C(F)(F)F)c(C)c3)n2)cc(C)n1							7.57				
Cc1cc(-c2c3CCOCCn3c(-c3ccc(C(F)(F)F)c(Cl)c3)n2)cc(C)n1							8.04				
Cc1cc(-c2c3CCOCCn3c(-c3ccc(C(F)(F)F)c(F)c3)n2)cc(C)n1							7.27				
Cc1cc(-c2c3CCOCCn3c(-c3ccc(C(F)F)c(Cl)c3)n2)cc(C)n1							7.73				
Cc1cc(-c2c3CCOCCn3c(-c3ccc(Cl)c(C#N)c3)n2)cc(C)n1							7.6				
Cc1cc(-c2c3CCOCCn3c(-c3ccc(Cl)c(C(F)(F)F)c3)n2)cc(C)n1							7.72				
Cc1cc(-c2c3CCOCCn3c(-c3ccc(Cl)c(C(F)F)c3)n2)cc(C)n1							7.78				
Cc1cc(-c2c3CCOCCn3c(-c3ccc(Cl)c(C(F)F)c3)n2)ccn1							8.08				
Cc1cc(-c2c3CCOCCn3c(-c3ccc(Cl)c(C)c3)n2)cc(C)n1							7.19				
Cc1cc(-c2c3CCOCCn3c(-c3ccc(Cl)c(Cl)c3)n2)cc(C)n1							7.58				
Cc1cc(-c2c3CCOCCn3c(-c3ccc(Cl)c(F)c3)n2)cc(C)n1							7.04				
Cc1cc(-c2c3CCOCCn3c(-c3ccc(Cl)c(OC(F)(F)F)c3)n2)cc(C)n1							7.4				
Cc1cc(-c2c3CCOCCn3c(-c3ccc(Cl)c(OC(F)F)c3)n2)cc(C)n1							7.14				
Cc1cc(-c2c3CCOCCn3c(-c3ccc(Cl)c(OCC(F)(F)F)c3)n2)cc(C)n1							7.86				
Cc1cc(-c2c3CCOCCn3c(-c3ccc(F)c(OC(F)(F)F)c3)n2)cc(C)n1							7.13				
Cc1cc(-c2c3CCOCCn3c(-c3ccc(F)c(OCC(C)C)c3)n2)cc(C)n1							7.3				
Cc1cc(-c2c3CCOCCn3c(-c3ccc(F)c(OCC(F)(F)F)c3)n2)cc(C)n1							7.54				
Cc1cc(-c2c3CCOCCn3c(-c3ccc(F)c(OCC(F)F)c3)n2)cc(C)n1							7.02				
Cc1cc(-c2c3CCOCCn3c(-c3ccc(F)c(OCC4CC4)c3)n2)cc(C)n1							7.46				
Cc1cc(-c2c3CCOCCn3c(-c3ccc(F)c(OCC4CCC4)c3)n2)cc(C)n1							7.59				
Cc1cc(-c2c3CCOCCn3c(-c3ccc(OC(F)(F)F)c(C#N)c3)n2)cc(C)n1							7.47				
Cc1cc(-c2c3CCOCCn3c(-c3ccc(OC(F)(F)F)c(C)c3)n2)cc(CF)n1							7.88				
Cc1cc(-c2c3CCOCCn3c(-c3ccc(OC(F)(F)F)c(C)c3)n2)ccn1							7.96				
Cc1cc(-c2c3CCOCCn3c(-c3ccc(OC(F)(F)F)c(CF)c3)n2)cc(C)n1							7.57				
Cc1cc(-c2c3CCOCCn3c(-c3ccc(OC(F)(F)F)c(Cl)c3)n2)cc(C)n1							7.75				
Cc1cc(-c2c3CCOCCn3c(-c3ccc(OC(F)(F)F)c(F)c3)n2)cc(C)n1							7.68				
Cc1cc(-c2c3CCOCCn3c(-c3ccc(OC(F)(F)F)cc3)n2)cc(C)n1							7.34				
Cc1cc(-c2c3CCOCCn3c(-c3ccc(OC(F)(F)F)cc3)n2)ccn1							7.05				
Cc1cc(-c2c3CCOCCn3c(-c3ccc(OC(F)F)c(Cl)c3)n2)cc(C)n1							7.24				
Cc1cc(-c2c3CCOCCn3c(-c3ccc(OC(F)F)c(F)c3)n2)cc(C)n1							7.5				
Cc1cc(-c2c3CCOCCn3c(-c3ccc(OC(F)F)c(F)c3)n2)ccn1							7.33				
Cc1cc(-c2c3CCOCCn3c(-c3ccc(OC4CC4)c(Cl)c3)n2)cc(C)n1							7.43				
Cc1cc(-c2c3CCOCCn3c(-c3ccc(OC4CC4)c(OC(F)(F)F)c3)n2)cc(C)n1							7.56				
Cc1cc(-c2c3CCOCCn3c(-c3ccc(OCC(F)(F)F)c(F)c3)n2)cc(C)n1							7.01				
Cc1cc(-c2c3CCOCCn3c(-c3ccc(OCC(F)F)c(Cl)c3)n2)cc(C)n1							7.1				
Cc1cc(-c2c3CCOCCn3c(-c3ccc(OCC4CC4)c(Cl)c3)n2)cc(C)n1							7.22				
Cc1cc(-c2c3CCOCCn3c(-c3ccc(OCc4ccccc4)c(F)c3)n2)cc(C)n1							7.94				
Cc1cc(-c2cc(-n3cccn3)ccn2)cc(C#N)c1					7.5						
Cc1cc(-c2cc(-n3cccn3)ncc2)cc(C#N)c1					7.7						
Cc1cc(-c2cc(-n3cccn3)ncn2)cc(C#N)c1					8.15						
Cc1cc(-c2cc(C3=Nc4c(cc(Cl)c(Cl)c4)NC(=O)C3)ccc2)ccn1							8.152000000000001				
Cc1cc(-c2cc(Cl)cc(F)c2)ncc1C1CCCN1C(=O)c1cncs1					7.027						
Cc1cc(-c2cc(Cl)ccc2)ncc1C1CC(F)CN1C(=O)c1cnccn1					6.807						
Cc1cc(-c2cc(F)cc(Cl)c2)ncc1C1CCCN1C(=O)c1cnccn1					6.255						
Cc1cc(-c2cc(F)cc(F)c2)ncc1C1CCCN1C(=O)c1cnccn1					5.66						
Cc1cc(-c2cc(F)cc(F)c2)ncc1C1CCCN1C(=O)c1cncs1					6.375						
Cc1cc(-c2cc(F)ccc2)ncc1C1CCCN1C(=O)c1cnccn1					6.6						
Cc1cc(-c2ccc3c(n2)n(C)c(=O)n3CC(C)(C)C)ccc1							6.99				
Cc1cc(-c2cccc(C3=Nc4c(cc(C(F)(F)F)c(C)c4)NC(=O)C3)c2)cc(C)n1							7.411			6.57	
Cc1cc(-c2cccc(Cl)c2)ncc1C1CC(F)CN1C(=O)c1cncs1					7.015						
Cc1cc(-c2cccc(Cl)c2)ncc1C1CC(O)CN1C(=O)c1nccs1					6.87						
Cc1cc(-c2cccc(Cl)c2)ncc1C1CCCN1C(=O)C1CC(=O)N(C)C1					4.9						
Cc1cc(-c2cccc(Cl)c2)ncc1C1CCCN1C(=O)c1nccs1					7.838999999999999						
Cc1cc(-c2cccc(F)c2)ncc1C1CCCN1C(=O)c1cncs1					7.334						
Cc1cc(-c2ccccc2)nn(CCCC(=O)O)c1=N	5.64										
Cc1cc(-c2ccccc2)nn(Cc2cc(O)no2)c1=N	6.0										
Cc1cc(-c2cccnc2)cc(OCc2cccc(Cl)c2)c1					7.24						
Cc1cc(-c2cnc3ccn(CC(=O)N(C)C)c3c2)ccc1F		8.15									
Cc1cc(-c2nc(-c3ccccn3)no2)ccc1					6.352						
Cc1cc(-c2nc(-c3ccnc(F)c3)c3CCOCCn23)ccc1OC(F)(F)F							7.21				
Cc1cc(-c2ncc(C3CCCN3C(=O)c3cncs3)c(C)c2)ccn1					6.64						
Cc1cc(-c2nnc3c4c(CCCC4)c(OCc4ncccc4)nn23)no1	8.690000000000001										
Cc1cc(-c2nnc3c4c(c(OCc5ncccc5)nn23)C2CCC4C2)no1	7.74										
Cc1cc(-c2nnc3c4c(cccc4)c(OCc4ccccn4)nn23)no1	7.906166666666667										
Cc1cc(-c2nnc3c4c(cccc4)c(OCc4cn(C)nn4)nn23)no1	9.1725										
Cc1cc(-c2nnc3c4c(cccc4)c(OCc4cnnn4C)nn23)no1	8.4775										
Cc1cc(-c2nnc3c4c(cccc4)c(OCc4nn(C)nc4)nn23)no1	9.06										
Cc1cc(-c2nncc3c(C(C)(C)C)c(OCc4ncnn4C)nn23)no1	7.9875										
Cc1cc(-c2noc(C)c2COc2ccc(C(=O)NC(C)C)cn2)ccc1	8.51										
Cc1cc(-c2noc(C3CC(=O)N(c4ccc(C)c(Cl)c4)C3)n2)ccc1					6.62						
Cc1cc(-c2noc(C3CC(=O)N(c4ccc(Cl)c(Cl)c4)C3)n2)ccc1					6.41						
Cc1cc(-c2noc(C3CC(=O)N(c4ccc(Cl)cc4)C3)n2)ccc1					6.77						
Cc1cc(-c2noc(C3CC(=O)N(c4ccc(F)cc4)C3)n2)ccc1					7.61						
Cc1cc(-c2noc(C3CCCCN3C(=O)C3CC3)n2)ccc1					6.49						
Cc1cc(-c2noc(C3CCCCN3C(=O)C3CCC3)n2)ccc1					6.41						
Cc1cc(-c2noc(C3CCCCN3C(=O)C3CCCC3)n2)ccc1					6.22						
Cc1cc(-c2noc(C3CCCCN3C(=O)C3CCCCC3)n2)ccc1					5.6						
Cc1cc(-c2noc(C3CCCCN3C(=O)c3ccc(F)c(F)c3)n2)ccc1					5.0						
Cc1cc(-c2noc(C3CCCCN3C(=O)c3ccc(F)cc3)n2)ccc1					5.0						
Cc1cc(-c2noc(C3CCCCN3C(=O)c3cccc(F)c3)n2)ccc1					5.33						
Cc1cc(-c2noc(C3CCCCN3C(=O)c3cccs3)n2)ccc1					6.14						
Cc1cc(-c2noc(C3CN(C(=O)C4CCC(C(F)(F)F)CC4)C3)n2)ccc1					6.0						
Cc1cc(-c2noc(C3CN(C(=O)C4CCC(C)CC4)C3)n2)ccc1					6.01						
Cc1cc(-c2noc(C3CN(C(=O)C4CCC(F)(F)CC4)C3)n2)ccc1					6.23						
Cc1cc(-c2noc(C3CN(C(=O)C4CCC4)C3)n2)ccc1					6.0						
Cc1cc(-c2noc(C3CN(C(=O)C4CCCC(C)C4)C3)n2)ccc1					6.3						
Cc1cc(-c2noc(C3CN(C(=O)C4CCCC4)C3)n2)ccc1					5.6						
Cc1cc(-c2noc(C3CN(C(=O)C4CCCCC4)C3)n2)ccc1					6.02						
Cc1cc(-c2noc(C3CN(C(=O)C4CCCO4)C3)n2)ccc1					5.72						
Cc1cc(-c2noc(C3CN(C(=O)C4CCOC4)C3)n2)ccc1					5.89						
Cc1cc(-c2noc(C3CN(C(=O)C4CCOCC4)C3)n2)ccc1					5.75						
Cc1cc(-c2noc(C3CN(S(=O)(=O)c4ccc(Cl)cc4)C3)n2)ccc1					5.96						
Cc1cc(-c2noc(C3CN(S(=O)(=O)c4ccc(F)cc4)C3)n2)ccc1					6.02						
Cc1cc(-c2noc(C3CN(S(=O)(=O)c4cccc(C)c4)C3)n2)ccc1					6.19						
Cc1cc(-n2c(C)ccc2C)cc(OCc2cccc(Cl)c2)c1					6.8						
Cc1cc(-n2c(C)ccc2C)cc(OCc2cccc(Cl)c2)n1					7.35						
Cc1cc(-n2c(C)ccc2C)nc(OCc2cccc(Cl)c2)c1					5.523						
Cc1cc(-n2cc(C(N)=O)nc2C)cc(OCc2cccc(Cl)c2)n1					7.36						
Cc1cc(-n2ccnc2C)cc(OCc2cccc(Cl)c2)c1					7.57						
Cc1cc(-n2ncc3c2ncnc3N2CCCC(C)C2)cc(C)c1											5.34
Cc1cc(C#CC2(O)CC3CCC(C2)N3C(=NC#N)N(C)C)ccc1					6.777						
Cc1cc(C#CC2(O)CC3CCC(C2)N3C(=O)C(C)(C)C)ccc1					6.511						
Cc1cc(C#CC2(O)CC3CCC(C2)N3C(=O)N(C)C)ccc1					6.88						
Cc1cc(C#CC2(O)CC3CCC(C2)N3C(=O)N2CCC2)ccc1					6.678999999999999						
Cc1cc(C#CC2(O)CC3CCC(C2)N3S(C)(=O)=O)ccc1					6.24						
Cc1cc(C#CC2(O)CC3CCC(C2)N3c2c(C#N)cccn2)ccc1					6.77						
Cc1cc(C#CC=C2CCN(c3ncccc3[N+](=O)[O-])CC2)ccc1					9.13						
Cc1cc(C#Cc2c3COc4c(cccc4)-n3cn2)ccc1	6.47				7.36						
Cc1cc(C#Cc2c3COc4c(cccc4)-n3cn2)ccn1	6.47				7.9						
Cc1cc(C#Cc2ccc(N3CC(C)(C)N(C)C3=O)nc2)ccc1					7.06						
Cc1cc(C#Cc2ccc(N3CC(C)(C)N(C)C3=O)nn2)ccc1					7.21						
Cc1cc(C#Cc2ccc3C(=O)N(C(C)C)CCc3n2)ccc1					7.305						
Cc1cc(C#Cc2ccc3C(=O)N(C)CCc3n2)ccc1					7.315						
Cc1cc(C#Cc2ccc3C(=O)NCCc3c2)ccc1					6.77						
Cc1cc(C#Cc2ccc3C(=O)NCCc3c2)ccc1F					5.31						
Cc1cc(C#Cc2cccc(F)c2)cnc1N1CC(C)(C)N(C)C1=O					6.99						
Cc1cc(C#Cc2ccccc2)cnc1N1CC(C)(C)CC1=O					7.24						
Cc1cc(C#Cc2cn(-c3cc(S(C)(=O)=O)ccc3)c(C)n2)ccn1	5.5				6.8						
Cc1cc(C#Cc2cn(-c3ccc(C#N)cc3)c(C)n2)ccn1	5.5				7.12						
Cc1cc(C#Cc2cn(-c3ccc(F)cc3F)c(C)n2)ccn1	5.5				7.255						
Cc1cc(C#Cc2cn(-c3ccc(S(C)(=O)=O)cc3)c(C)n2)ccn1	5.5				6.55						
Cc1cc(C#Cc2cn(-c3cccc(C#N)c3)c(C)n2)ccn1	5.5				7.3						
Cc1cc(C#Cc2cn(-c3cccc(F)c3)c(C)n2)ccn1	5.5				7.845						
Cc1cc(C#Cc2cn(-c3ccccc3)c(C)n2)ccn1	5.5				7.72						
Cc1cc(C#Cc2cncnc2)ccc1					8.12						
Cc1cc(C#Cc2nc(C)cn3cccc23)ccc1					9.4						
Cc1cc(C#Cc2nc3c(cc2)C(=O)N(C2CCCC2)CC3)ccc1					7.472						
Cc1cc(C#Cc2nc3c(cc2)C(=O)N(C2CCCCC2)CC3)ccc1					6.791						
Cc1cc(C#Cc2ncccn2)ccc1			5.0			5.0	5.0		5.0	5.0	5.0
Cc1cc(C(=O)N(C)Cc2cccnc2)cc(OCc2cc(Cl)ccc2)n1					7.57						
Cc1cc(C(=O)N2CCCC2c2c(C)cc(-c3cc(Cl)ccc3)nc2)no1					7.954						
Cc1cc(C(=O)N2CCCC2c2ccc(-c3cc(Cl)ccc3)nc2)no1					6.83						
Cc1cc(C(=O)N2CCc3c(C2)nc(-c2ccc(F)cn2)o3)cc(Cl)c1					7.34						
Cc1cc(C(=O)N2CCc3c(C2)sc(C#Cc2ccccc2)n3)ccc1					7.002000000000001						
Cc1cc(C(=O)N2CCc3c(C2)sc(C#Cc2ccccc2)n3)no1					5.8						
Cc1cc(C(=O)N2CCc3c(C2)sc(NCc2ccccc2)c3C#N)ccc1						5.5					
Cc1cc(C(=O)NC(C)C)cnc1OCc1c(C)onc1-c1ccccc1	8.53										
Cc1cc(C(=O)NC2CCCC(NC(=O)c3cc(Cl)ccc3)C2)ncc1					5.47						
Cc1cc(C(=O)NC2CCOCC2)cnc1OCc1c(C)onc1-c1ccccc1	8.85										
Cc1cc(C(=O)Nc2nc(C)ccc2)c(O)cc1					6.98						
Cc1cc(C(F)(F)F)c2c(N)c(C(=O)c3ccc(F)cc3)oc2n1					6.08						
Cc1cc(C)c(C(=O)Nc2ccc(N3C(=O)c4c(cccc4)C3=O)c(Cl)c2)o1						5.0					
Cc1cc(C)c(N)c(C#Cc2cccc(F)c2)n1					7.77						
Cc1cc(C)c(NS(=O)(=O)c2ccc(NC(=O)c3ccccn3)cc2)c(C)c1											6.8
Cc1cc(C)c(NS(=O)(=O)c2ccc(NC(=O)c3ccco3)cc2)c(C)c1											5.223
Cc1cc(C)c2c(N)c(C(=O)c3c(F)cc(F)cc3)oc2n1					5.03						
Cc1cc(C)c2c(N)c(C(=O)c3ccc(F)cc3)oc2n1					5.33						
Cc1cc(C)c2c(N)c(C(=O)c3ccccc3)oc2n1					5.0						
Cc1cc(C)c2c(O)c(N=O)c(O)nc2c1		7.43									
Cc1cc(C)c2c(O)c([N+](=O)[O-])c(O)nc2c1		6.54									
Cc1cc(C)c2nc(O)c(O)nc2c1		5.68									
Cc1cc(C)cc(Nc2c3ncccc3n[nH]2)c1											6.75
Cc1cc(C=Cc2ccccc2)nc(N)n1											6.1
Cc1cc(C=Cc2nc(N)ncc2)ccc1											4.523
Cc1cc(CN2CC3CCC2CN3c2nc3c(cc2)n(CC(C)(C)C)c(=O)n3C)no1							6.83				
Cc1cc(CN2Cc3c(ccc(OC(F)(F)F)c3)C2=N)cc(C)c1		8.055									
Cc1cc(CN=C(N)c2ccc(C(F)(F)F)cc2)cc(C)c1		8.235									
Cc1cc(CN=C(N)c2ccc(OC(F)(F)F)cc2)cc(C)c1		6.825									
Cc1cc(CNC(=O)c2ccc(OCc3c(C)onc3-c3ccccc3)nc2)c(O)nn1	8.19										
Cc1cc(COc2cc(C#N)cc(Cl)n2)ccn1					8.0						
Cc1cc(COc2nn3c(-c4ccccc4)nnc3c3c2C2CCC3CC2)ncc1	7.8										
Cc1cc(COc2nn3c(-c4ccccc4)nnc3c3c2cccc3)ncc1	8.035										
Cc1cc(CS(=O)(=O)n2ccc(NC(=O)c3ccccn3)c2)ccc1											5.38
Cc1cc(Cc2ccc3c(-c4cn(C)nc4)cc(C(N)=O)nc3c2)cc(C)n1							7.6				
Cc1cc(Cc2ccc3c(-c4cn(C)nc4)cc(C(N)=O)nc3c2F)cc(C)n1							7.41				
Cc1cc(Cl)ccc1-c1cc(C(N)=O)nc2c1cccc2							6.43				
Cc1cc(Cl)ccc1N1CCN(C(=O)COCc2ccncc2)CC1					6.62						
Cc1cc(F)ccc1S(=O)(=O)n1cc(NC(=O)c2ccccn2)cn1											5.63
Cc1cc(N(C)C(=O)C(F)(F)F)cc(OCc2cccc(Cl)c2)n1					7.747999999999999						
Cc1cc(N(C)C(=O)Cc2c(F)cccc2F)cc(OCc2cccc(Cl)c2)c1					7.32						
Cc1cc(N(C)c2cncnc2)cc(OCc2cccc(Cl)c2)n1					7.96						
Cc1cc(N)cc(N2CCc3c(cccc3)C2)n1		8.3									
Cc1cc(N2C(=O)c3c(cccc3)C2=O)cc(OCc2cc(Cl)ccc2)c1					8.33						
Cc1cc(N2C(=O)c3c(cccc3)C2=O)cc(OCc2ccc(Cl)cc2)c1					5.41						
Cc1cc(N2C(=O)c3c(cccc3)C2=O)cc(OCc2ccc(F)cc2)c1					6.05						
Cc1cc(N2C(=O)c3c(cccc3)C2=O)cc(OCc2cccc(C#N)c2)c1					8.221						
Cc1cc(N2C(=O)c3c(cccc3)C2=O)cc(OCc2ccccc2)c1					7.291						
Cc1cc(N2CC(c3nc(-c4cccc(Cl)c4)no3)CC2=O)ccc1					5.64						
Cc1cc(N2CCc3c(cccc3)C2)nc(N)c1		6.96									
Cc1cc(N2CCc3c(cccc3)C2)ncc1		6.42									
Cc1cc(NC(=O)NC2=NC(=O)C(c3ccccc3)N2C)ccc1					5.852						
Cc1cc(NC(=O)NC2=NC(=O)C3CCCN23)c(C)cc1					5.0						
Cc1cc(NC(=O)NC2=NC(=O)CCN2)ccc1					5.409						
Cc1cc(NC(=O)NC2=NC(=O)CCN2C)ccc1					6.06						
Cc1cc(NC(=O)NC2=NC(=O)CN2C)ccc1					6.26						
Cc1cc(NC(=O)Nc2c3ncccc3n[nH]2)ccc1F											5.17
Cc1cc(NC(=O)c2c(C)cco2)ccc1N1C(=O)c2c(C1=O)c(C)ccc2						7.675					6.38
Cc1cc(NC(=O)c2c(C)cco2)ccc1N1C(=O)c2c(C1=O)c(Cl)ccc2						7.31					6.0
Cc1cc(NC(=O)c2c(C)cco2)ccc1N1C(=O)c2c(C1=O)c(F)ccc2						7.31					5.96
Cc1cc(NC(=O)c2c(C)cco2)ccc1N1C(=O)c2c(cccc2)C1=O						7.05					6.05
Cc1cc(NC(=O)c2cccc3c2nc(O)o3)ccn1					5.51						
Cc1cc(NC(=O)c2nn(C)c(-c3ccc(F)cc3)c2C)ccn1					7.027						
Cc1cc(NCCO)cc(N2CCc3c(cccc3)C2)n1		8.4									
Cc1cc(Nc2c3ncccc3n[nH]2)ccc1Cl											6.79
Cc1cc(Nc2c3ncccc3n[nH]2)ccc1F											7.17
Cc1cc(Nc2nc3c(CCCc4c-3cn[nH]4)s2)nc(C)c1											5.0
Cc1cc(Nc2nc3c(CCc4c-3cn[nH]4)s2)nc(C)c1											5.0
Cc1cc(Nc2nc3c(CCc4c-3cn[nH]4)s2)ncc1											5.0
Cc1cc(Nc2nc3c(cn2)C(=O)CCC3)ccc1					6.303						
Cc1cc(Nc2ncc3C(=O)CCCc3n2)cc(C)c1					4.0						
Cc1cc(OCC2CN(c3ccccc3)C(=O)O2)ccc1							5.462000000000001				
Cc1cc(Oc2c(F)cc(-c3c(C(F)(F)F)c4nnc(CC5CC5)n4cc3)cc2)cc(C)n1							7.71				
Cc1cc(Oc2c(F)cc(-c3c(C(F)(F)F)c4nnc(CC5CC5)n4cc3)cc2)ccn1							7.813				
Cc1cc(Oc2c(F)cc(-c3c(Cl)c4nnc(CC5CC5)n4cc3)cc2)ccn1							7.073				
Cc1cc(Oc2cncnc2)cc(C(=O)Nc2ccc(F)cn2)n1					7.85						
Cc1cc(S(=O)(=O)NC2CC(c3ccc4c(n3)n(C)c(=O)n4CC(C)(C)C)CCC2(C)C)ccc1							6.93				
Cc1cc(S(=O)(=O)n2cc(NC(=O)c3ccccn3)cn2)ccc1Cl											6.82
Cc1cc(S(=O)(=O)n2cc(NC(=O)c3ccccn3)cn2)ccc1F											6.91
Cc1cc(S(=O)(=O)n2ccc(NC(=O)c3ccccn3)c2)ccc1											6.98
Cc1cc(S(=O)(=O)n2ccc(NC(=O)c3ccccn3)c2)ccc1Cl											6.79
Cc1cc(S(=O)(=O)n2ccc(NC(=O)c3ccccn3)c2)ccc1F											6.57
Cc1cc(Sc2ccnc(-c3ccccn3)n2)ccc1					5.64						
Cc1cc([N+](=O)[O-])c(N2CCCC(=CC#Cc3cccc(C)n3)C2)nc1					7.21						
Cc1cc2c(cc1)[nH]c1c2CN(CCCCCCCN2CCc3c(C2)c2c(ccc(C)c2)[nH]3)CC1		4.9									
Cc1cc2c(cc1)[nH]c1c2CN(CCCCCCN2CCc3c(C2)c2c(ccc(C)c2)[nH]3)CC1		4.96									
Cc1cc2c(cc1)c1nnc(-c3ccccc3)n1nc2OCc1ncccc1	8.8575										
Cc1cc2c(cc1)cc(C=NN=C(N)N)[nH]2		4.48									
Cc1cc2c(ccc(C(C)(C#N)c3ccccc3)c2)nc1O						5.3					
Cc1cc2c(nc(O)c(O)n2)c([N+](=O)[O-])c1		5.03									
Cc1cc2c(nc(O)c(O)n2)c([N+](=O)[O-])c1C		7.54									
Cc1cc2c(nc(O)c(O)n2)c([N+](=O)[O-])c1Cl		7.35									
Cc1cc2nc(Cn3nc(C(F)(F)F)cc3Cl)cc(=O)n2c(C2CC2C#N)c1		7.41									
Cc1cc2ncc(-c3cccc(-c4ccccc4C#N)c3)n2cc1	8.535										
Cc1cc2ncc(-c3cccc(-c4ccccc4C#N)c3)n2nc1	7.805										
Cc1cc2ncc(-c3cccc(-c4cccnc4)c3)n2cc1	7.8										
Cc1ccc(-c2c(C)c(C(=O)Nc3cccc(C)n3)nn2C)cc1					8.28						
Cc1ccc(-c2c(CC(=O)N(C)C)n3cc(C)ccc3n2)cc1	6.2635000000000005										
Cc1ccc(-c2c(CC(=O)N(C)C)n3cc(F)ccc3n2)cc1	5.9										
Cc1ccc(-c2cc(C(N)=O)nc3c2ccc(C)c3)cc1							6.39				
Cc1ccc(-c2cc(C(N)=O)nc3c2ccc(CN2C(=O)CCC2=O)c3)cc1							8.3				
Cc1ccc(-c2cc(C(N)=O)nc3c2cccc3)c(C#N)c1							6.87				
Cc1ccc(-c2cc(C(N)=O)nc3c2cccc3)c(F)c1							6.91				
Cc1ccc(-c2cc(F)cc(-n3nnc(-c4ncccc4)n3)c2)cc1					5.83						
Cc1ccc(-c2ccc3c(n2)n(C)c(=O)n3CC(C)(C)C)cc1							6.5				
Cc1ccc(-c2cccc(-n3nnc(-c4ncccc4)n3)c2)cc1					5.81						
Cc1ccc(-c2cccc3c2CCN2C(=O)CN=C(n4cnc(C5CC5)c4)C=C32)nc1					6.67	5.0					
