SMILES	GABAAalpha	NMDA	O00222	O15303	P41594	Q13255	Q14416	Q14643	Q14831	Q14832	Q14833
CCCc1c(CC)n(-c2c(Cl)cc(C(F)(F)F)cc2Cl)nn1	5.039										
CCCc1c(CC)nnn1-c1c(Cl)cc(C(F)(F)F)cc1Cl	5.039										
CCCc1c(CCC)n(-c2c(Cl)cc(C(F)(F)F)cc2Cl)nn1	5.039										
CCCc1c(CCl)n(-c2c(Cl)cc(C(F)(F)F)cc2Cl)nn1	6.58										
CCCc1c(CCl)nnn1-c1c(Cl)cc(C(F)(F)F)cc1Cl	5.039										
CCCc1c(CO)n(-c2c(Cl)cc(C(F)(F)F)cc2Cl)nn1	6.41										
CCCc1c(CO)nnn1-c1c(Cl)cc(C(F)(F)F)cc1Cl	5.039										
CCCc1c(O)c(C(C)=O)ccc1OCCCCOc1ccc(-c2n[nH]nn2)cc1							6.459				
CCCc1c(O)c(C(C)=O)ccc1OCCCCOc1ccc(C(=O)NS(C)(=O)=O)cc1							5.982				
CCCc1c(OC(C)CCC(C)Oc2ccc(-c3n[nH]nn3)cc2)ccc(C(C)=O)c1O							6.62				
CCCc1c(OC(C)CCCOc2ccc(-c3n[nH]nn3)cc2)ccc(C(C)=O)c1O							6.04				
CCCc1c(OCCCC(=O)Oc2ccc(-c3n[nH]nn3)cc2)ccc(C(C)=O)c1O							5.122000000000001				
CCCc1c(OCCCC(C)Oc2ccc(-c3n[nH]nn3)cc2)ccc(C(C)=O)c1O							6.3				
CCCc1c(OCCCCCOc2ccc(-c3n[nH]nn3)cc2)ccc(C(C)=O)c1O							5.48				
CCCc1c(OCCCCN(C)c2ccc(-c3n[nH]nn3)cc2)ccc(C(C)=O)c1O							5.7				
CCCc1c(OCCCCNc2ccc(-c3n[nH]nn3)cc2)ccc(C(C)=O)c1O							6.03				
CCCc1c(OCCCCOc2ccc(-c3n[nH]nn3)cc2)ccc(C(=O)CC(C)C)c1O							6.377999999999999				
CCCc1c(OCCCCOc2ccc(-c3n[nH]nn3)cc2)ccc2c1ccn2CCC							6.19				
CCCc1c(OCCCCOc2ccc(-c3n[nH]nn3)cc2)ccc2c1cnn2CC(C)(C)C							6.007999999999999				
CCCc1c(OCCCCOc2ccc(C(=O)O)cc2)ccc(C(C)=O)c1O							5.74				
CCCc1c(OCCCOc2ccc(-c3n[nH]nn3)cc2)ccc(C(C)=O)c1O							5.849				
CCCc1c(OCc2ccc(Oc3ccc(-c4n[nH]nn4)cn3)cc2)ccc(C(C)=O)c1O							6.17				
CCCc1c(OCc2ccc(Oc3ccc(C(=O)O)cn3)cc2)ccc(C(C)=O)c1O							5.84				
CCCc1c(OCc2ccc(Oc3cccc(-c4n[nH]nn4)c3)nc2)ccc(C(C)=O)c1O							6.25				
CCCc1c(OCc2ccc(Oc3nccc(-c4n[nH]nn4)c3)cc2)ccc(C(C)=O)c1O							6.33				
CCCc1c(OCc2ccc(Oc3ncccc3-c3n[nH]nn3)cc2)ccc(C(C)=O)c1O							6.51				
CCCc1c(OCc2cccc(Oc3ccc(-c4n[nH]nn4)cn3)c2)ccc(C(C)=O)c1O							6.5				
CCCc1c(OCc2cccc(Oc3nccc(-c4n[nH]nn4)c3)c2)ccc(C(C)=O)c1O							6.96				
CCCc1c(OCc2cccc(Oc3nccc(C(=O)O)c3)c2)ccc(C(C)=O)c1O							6.39				
CCCc1c(OCc2cccc(Oc3ncccc3-c3n[nH]nn3)c2)ccc(C(C)=O)c1O							6.64				
CCCc1c2CCN(CC(C)(C)C)c2ccc1OCCCCOc1ccc(-c2n[nH]nn2)cc1							5.931				
CCCc1c2Cn3ncnc3-c3c(ccc(Cl)c3)-n2cn1	8.8										
CCCc1c2cc(C)n(CC(C)(C)C)c2ccc1OCCCCOc1ccc(-c2n[nH]nn2)cc1							6.252000000000001				
CCCc1c2ccn(C(C)C)c2ccc1OCCCCOc1ccc(-c2n[nH]nn2)cc1							5.95				
CCCc1c2ccn(CC(C)(C)C)c2ccc1OCC=CCOc1ccc(-c2n[nH]nn2)cc1							6.11				
CCCc1c2ccn(CC(C)(C)C)c2ccc1OCCCCCOc1ccc(-c2n[nH]nn2)cc1							6.0				
CCCc1c2ccn(CC(C)(C)C)c2ccc1OCCCCOc1ccc(-c2n[nH]nn2)cc1							6.252000000000001				
CCCc1c2ccn(CC(C)(C)C)c2ccc1OCCCOc1ccc(-c2n[nH]nn2)cc1							5.45				
CCCc1c2ccn(CC(C)(C)C)c2ccc1OCCOc1ccc(-c2n[nH]nn2)cc1							5.87				
CCCc1c2ccn(CC(C)(C)C)c2ccc1OCc1cc(-c2ccc(-c3n[nH]nn3)cc2)ccc1							6.5				
CCCc1c2ccn(CC(C)(C)C)c2ccc1OCc1cc(Oc2ccc(-c3n[nH]nn3)cc2)ccc1							6.35				
CCCc1c2ccn(CC(C)(C)C)c2ccc1OCc1ccc(Oc2ccc(-c3n[nH]nn3)cc2)cc1							6.06				
CCCc1c2ccn(CC(C)(C)C)c2ccc1Oc1cc(-c2n[nH]nn2)ccc1							6.872000000000001				
CCCc1c2ccn(CC(C)C)c2ccc1OCCCCOc1ccc(-c2n[nH]nn2)cc1							6.12				
CCCc1c2ccn(CC3CC3)c2ccc1OCCCCOc1ccc(-c2n[nH]nn2)cc1							6.121				
CCCc1c2ccn(CC3CCCCC3)c2ccc1OCCCCOc1ccc(-c2n[nH]nn2)cc1							6.641				
CCCc1c2ncn(CC(C)(C)C)c2ccc1OCCCCOc1ccc(-c2n[nH]nn2)cc1							5.2				
CCCc1c2nnn(CC(C)(C)C)c2ccc1OCCCCOc1ccc(-c2n[nH]nn2)cc1							6.38				
CCCc1c2onc(CC(C)(C)C)c2ccc1OCCCCOc1ccc(-c2n[nH]nn2)cc1							6.101				
CCCc1cc(-c2ccc(OC)c(CCC)c2)c(O)c(N)c1	5.225										
CCCc1cc(-c2ccc(OC)c(CCC)c2)c(O)cc1	4.9										
CCCc1cc(N)c(O)c(-c2cc(CCC)c(OCC)cc2)c1	4.66										
CCCc1cc(NC(C)=O)c(O)c(-c2cc(CCC)c(OCC)cc2)c1	5.455										
CCCc1ccc(-n2cnc3c(sc4c3c(N(C)C)ccn4)c2=O)cc1					5.69	6.747999999999999					
CCCc1ccc(N2CCN(Cc3c[nH]c4c3cccn4)CC2)cc1		5.0									
CCCc1ccc(OC)c(-c2cc(CCC)c(O)c(N)c2)c1	4.505										
CCCc1ccc(OC)c(-c2cc(CCC)c(O)c(NC(C)=O)c2)c1	4.61										
CCCc1ccc(OCC)c(-c2cc(CCC)c(O)c(N)c2)c1	4.69										
CCCc1ccc2cc(C(=O)C3CCC(OC)CC3)ccc2n1						8.521					
CCCc1cccc(NC(=N)Nc2cc(CCC)ccc2)c1		5.68									
CCCc1cccc2c1CCN1C(=O)CN=C(n3cnc(-c4ncco4)c3)C=C21					8.3						
CCCc1cccc2c1CCN1C(=O)CNC(n3cnc(C)c3)C=C21					8.0	5.82					
CCCc1cccnc1COc1nn2c(-c3ccccc3)nnc2c2c1C1CCC2CC1	8.3975										
CCCc1cccnc1Nc1nc(C)ccc1					6.407						
CCCc1cn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)nn1	6.33										
CCCc1cnc2c(C#N)c(N3CCC(c4ccccc4)CC3)ccn12							6.81				
CCCc1cnc2c(C#N)c(N3CCN(c4ccccc4)CC3)ccn12							6.01				
CCCc1cnc2c(C#N)c(N3CCN(c4nc(C)cc(C)n4)CC3)ccn12							6.19				
CCCc1cnc2c(C#N)c(N3CCN(c4ncccn4)CC3)ccn12							5.5				
CCCc1cnnn1-c1c(Cl)cc(C(F)(F)F)cc1Cl	5.039										
CCCc1nc(-c2c(NC(=O)C3CC3C)snc2-c2cc3cn(C)nc3cc2)ccc1					7.7	6.39					
CCCc1ncc2Cc3c(C(=O)OCC)ncn3-c3c(cc(F)cc3)-c2n1	8.1										
CCCc1ncc2Cc3c(C(=O)OCC)ncn3-c3c(cccc3)-c2n1	8.26										
CCCc1nnc2c(C#N)c(N3CCC(c4ccccc4)CC3)ccn12							6.522				
CCCc1nnc2c3c(cccc3)c(OCc3ncccc3)nn12	7.18										
CCCn1c(-c2cc(Cl)c(Nc3ccc(Cl)cc3)nc2)nc(C)c1C					6.601						
CCCn1c(-c2cc(Cl)c(Nc3ccc(Cl)cc3)nc2)nc2c1cccc2					6.747999999999999						
CCCn1c(-c2cc(Cl)c(Nc3cnc(C)cc3)nc2)nc2c1c(Cl)ccc2					8.12	5.0	5.0		5.0		
CCCn1c(-c2cc(Cl)c(Nc3cnc(C)cc3)nc2)nc2c1cc(Cl)cc2					6.89						
CCCn1c(-c2cc(Cl)c(Nc3cnc(C)cc3)nc2)nc2c1ccc(Cl)c2					6.301						
CCCn1c(-c2cc(Cl)c(Nc3cnc(C)cc3)nc2)nc2c1cccc2Cl					6.7						
CCCn1c(-c2cnc(Nc3cnc(C)cc3)c(Cl)c2)nc2c1cccc2					7.0						
CCCn1c(CN2CCN(c3nc(Cl)ccc3C(F)(F)F)CC2)nc2c1cccc2							5.6				
CCCn1c(CN2CCN(c3ncc(Cl)cn3)CC2)nc2c1cccc2							6.1				
CCCn1cc(C)nc1-c1cc(Cl)c(Nc2ccc(Cl)cc2)nc1					6.64						
CCCn1cc2cc(-c3c(C)n(-c4c(F)nccc4)nn3)ccc2c1O					5.553	8.443999999999999					
CCCn1ccc2c(c(C#N)cc(-c3cccnc3)c2)c1=O							4.3				
CCCn1ccc2c(c(Cl)cc(-c3c[nH]nc3)c2)c1=O							5.8				
CCCn1ccc2c(c(Cl)cc(-c3cc(F)c(OC)nc3)c2)c1=O							6.4				
CCCn1ccc2c(c(Cl)cc(-c3ccc(N(C)C)nc3)c2)c1=O							5.3				
CCCn1ccc2c(c(Cl)cc(-c3ccc(N4CCOCC4)nc3)c2)c1=O							6.1				
CCCn1ccc2c(c(Cl)cc(-c3ccc(OC)cc3)c2)c1=O							6.5				
CCCn1ccc2c(c(Cl)cc(-c3ccc(OC)nc3)c2)c1=O							6.1				
CCCn1ccc2c(c(Cl)cc(-c3ccc(OCCc4ccccc4)nc3)c2)c1=O							6.2				
CCCn1ccc2c(c(Cl)cc(-c3ccc(OCc4ccc(C(F)(F)F)nc4)cc3)c2)c1=O							6.6				
CCCn1ccc2c(c(Cl)cc(-c3ccc(OCc4ccc(Cl)nc4)cc3)c2)c1=O							6.4				
CCCn1ccc2c(c(Cl)cc(-c3ccc(OCc4cccnc4)cc3)c2)c1=O							5.9				
CCCn1ccc2c(c(Cl)cc(-c3ccc(OCc4cccnc4)nc3)c2)c1=O							6.5				
CCCn1ccc2c(c(Cl)cc(-c3ccc(Oc4ccccc4)cc3)c2)c1=O							5.7				
CCCn1ccc2c(c(Cl)cc(-c3ccc(Oc4ccccc4)nc3)c2)c1=O							6.3				
CCCn1ccc2c(c(Cl)cc(-c3ccc(Oc4ccncc4)cc3)c2)c1=O							6.8				
CCCn1ccc2c(c(Cl)cc(-c3cccnc3)c2)c1=O							6.2				
CCCn1ccc2c(c(Cl)cc(-c3ccncc3)c2)c1=O							5.9				
CCCn1ccc2c(c(Cl)cc(-c3cncnc3)c2)c1=O							5.4				
CCCn1ccc2c(c(Cl)cc(N3CCC(O)CC3)c2)c1=O							5.3				
CCCn1ccc2c(c(Cl)cc(N3CCNCC3)c2)c1=O							5.0				
CCCn1ccc2c(c(Cl)cc(N3CCOCC3)c2)c1=O							5.45				
CCCn1ccc2c(c(Cl)cc(NCc3cnccc3)c2)c1=O							5.5				
CCCn1ccc2c(c(Cl)cc(OCCCc3cnccc3)c2)c1=O							6.2				
CCCn1ccc2c(c(Cl)cc(OCCc3cnccc3)c2)c1=O							6.1				
CCCn1ccc2c(c(Cl)cc(OCc3cnccc3)c2)c1=O							5.6				
CCCn1ccc2c(ccc(-c3cccnc3)c2)c1=O							5.1				
CCCn1ccc2c(ccc(N3CCOCC3)c2)c1=O							5.0				
CCCn1ccc2c(cccc2N(C)CCc2ccc(OC)cc2)c1=O							6.4				
CCCn1ccc2c(cccc2N(Cl)CCc2ccccc2)c1=O							6.6				
CCCn1ccc2c(cccc2N(Cl)Cc2cccc(OC)c2)c1=O							6.3				
CCCn1ccc2c(cccc2N(Cl)Cc2ccccc2)c1=O							4.3				
CCCn1ccc2c(cccc2NCCCc2ccccc2)c1=O							6.8				
CCCn1ccc2c(cccc2NCCc2cc(OC)ccc2)c1=O							6.6				
CCCn1ccc2c(cccc2NCCc2ccc(C)cc2)c1=O							6.7				
CCCn1ccc2c(cccc2NCCc2ccc(OC)cc2)c1=O							6.6				
CCCn1ccc2c(cccc2NCCc2ccccc2)c1=O							6.55				
CCCn1ccc2c(cccc2NCCc2ccccc2OC)c1=O							6.9				
CCCn1ccc2c(cccc2NCc2ccc(OC)cc2)c1=O							6.3				
CCCn1ccc2c(cccc2NCc2cccc(OC(F)(F)F)c2)c1=O							6.7				
CCCn1ccc2c(cccc2NCc2cccc(OC)c2)c1=O							6.5				
CCCn1ccc2c(cccc2NCc2cccc(Oc3ccccc3)c2)c1=O							5.9				
CCCn1ccc2c(cccc2NCc2ccccc2)c1=O							5.7				
CCCn1ccc2c(cccc2NCc2ccccc2Cl)c1=O							6.7				
CCCn1ccc2c(cccc2OCCc2ccc(OC)cc2)c1=O							6.6				
CCCn1cnc(COc2nn3c(-c4ccccc4)nnc3c3c2C2CCC3CC2)n1	7.465										
CCCn1cnc2c1nncc2-c1ccc(F)c(-c2ccc(S(=O)(=O)CC)cc2)c1	6.92										
CCCn1ncnc1COc1nn2c(-c3ccccc3)nnc2c2c1C1CCC2CC1	9.055										
CCN(C(=O)c1ccc(C#Cc2cccc(Cl)c2)cn1)C(C)(C)C					7.62						
CCN(C(=O)c1ccc(C#Cc2cccc(F)c2)cn1)C(C)(C)C					7.38						
CCN(C(=O)c1ccc(F)cc1)c1nc(-c2ccccn2)cs1						7.747999999999999					
CCN(C(=O)c1ncc(C#Cc2cccc(Cl)c2)cn1)C(C)(C)C					7.34						
CCN(C(=O)c1ncc(C#Cc2cccc(F)c2)cn1)C(C)(C)C					7.03						
CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1	6.0825										
CCN(C)C1CCCc2c1cncc2	5.0										
CCN(C)c1c2c(ncn1)sc1c2ncn(-c2ccc(OC)cc2)c1=O					5.0	8.521					
CCN(CC)C(=O)Oc1ccc2c(-c3cn(-c4ccccc4)nc3)ccnc2c1											6.41
CCN(CC)C(=O)c1ccc(Nc2ccc(Cl)cc2)nc1					6.34						
CCN(CC)C(=O)c1cn(-c2c(Cl)cc(Cl)cc2)c(-c2ccc(Cl)cc2)n1	5.36										
CCN(CC)C(=O)c1nn(C)c2c1ccc(OCc1cccc(C)n1)n2					8.11	4.85					
CCN(CC)C(=O)c1nn(C)c2c1ccc(OCc1ccccn1)n2					8.312000000000001	5.231					
CCN(CC)C(=O)c1nn(C)c2c1ncc(OCc1ccccn1)n2					7.24	4.301					
CCN(CC)CCCC1(C)OC=C(c2ccccc2)C1=O		4.0									
CCN(CC)Cc1c2CN(C)C(=O)c3c(ccc(Cl)c3)-n2cn1	4.8919999999999995										
CCN(CC)Cc1cn(CC(=O)Nc2c(C(N)=O)c3c(CCCC3)s2)nc1C(F)(F)F						6.2					
CCN(CC)Cc1cn(CCC(=O)Nc2c(C(N)=O)c3c(CCCC3)s2)nc1C(F)(F)F						5.7					
CCN(CC)c1c2ccccc2ncc1S(=O)(=O)c1ccc(C)cc1					6.7						
CCN(Cc1cc(=O)n2c(-c3cnccc3)c(C)sc2n1)c1ccc(F)cc1		6.78									
CCN(Cc1cc(=O)n2c(-c3cncnc3)c(C)sc2n1)c1ccc(F)cc1		6.86									
CCN(Cc1cc(=O)n2c(C#N)c(C)sc2n1)c1ccc(F)cc1		6.89									
CCN(Cc1cc(=O)n2c(C(=O)NC)c(C)sc2n1)c1ccc(F)cc1		6.88									
CCN(Cc1cc(=O)n2c(C(C)(C)O)c(C)sc2n1)c1ccc(F)cc1		7.2									
CCN(Cc1cc(=O)n2c(C(C)=O)c(C)sc2n1)c1ccc(F)cc1		7.06									
CCN(Cc1cc(=O)n2c(C(C)C)c(C)sc2n1)c1ccc(F)cc1		6.16									
CCN(Cc1cc(=O)n2c(C(C)O)c(C)sc2n1)c1ccc(F)cc1		6.74									
CCN(Cc1cc(=O)n2c(C3CC3)c(C)sc2n1)c1ccc(F)cc1		6.41									
CCN(Cc1cc(=O)n2c(C3CC3CO)c(C)sc2n1)c1ccc(F)cc1		7.61									
CCN(Cc1cc(=O)n2c(C3CCC3)c(C)sc2n1)c1ccc(F)cc1		5.58									
CCN(Cc1cc(=O)n2c(CCCO)c(C)sc2n1)c1ccc(F)cc1		6.74									
CCN(Cc1cc(=O)n2c(CCO)c(C)sc2n1)c1ccc(F)cc1		6.8									
CCN(Cc1cc(=O)n2c(CO)c(C)sc2n1)c1ccc(F)cc1		6.19									
CCN(Cc1cc(=O)n2c(N3CCOCC3)c(C)sc2n1)c1ccc(F)cc1		5.66									
CCN(Cc1cc(=O)n2cc(C)sc2n1)c1ccc(F)cc1		6.51									
CCN(Cc1cc(=O)n2nc(C)sc2n1)c1ccc(F)cc1		6.05									
CCN(Cc1cc(=O)n2nc(C)sc2n1)c1ccccc1		5.72									
CCN(Cc1cc(CN(CC)C(=N)N)ccc1)C(=N)N		4.705									
CCN(Cc1cc(Cl)ccc1NC(=O)c1ccccn1)C(=O)c1cc(Cl)cc(Cl)c1					3.3280000000000003						
CCN(c1cccnc1)c1cncc(NC(=O)c2cccc(C#N)c2)c1					5.0						
CCN(c1cncnc1)c1cncc(NC(=O)c2cccc(Br)c2)c1					6.92						
CCN(c1cncnc1)c1cncc(NC(=O)c2cccc(C#N)c2)c1					5.75						
CCN(c1cncnc1)c1cncc(NC(=O)c2cccc(Cl)c2)c1					6.58						
CCN1C(=O)CN(Cc2c(C(=O)O)[nH]c3cc(Cl)cc(Cl)c23)C1=O		6.0									
CCN1C(=O)N(c2ccc(C#Cc3ccccc3)cn2)C2CCCCC21					7.75						
CCN1C(=O)N(c2ccc(C#Cc3ccccc3)cn2)CC1(C)C					7.18						
CCN1C(=O)N(c2ccc(C#Cc3cccnc3)cn2)C2CCCCC21					7.16						
CCN1C(=O)N(c2ncc(C#Cc3ccc(F)cc3)cn2)CC1(C)C					7.33						
CCN1C(=O)N(c2ncc(C#Cc3cccc(F)c3)cn2)CC1(C)C					7.51						
CCN1C(NC(=O)Nc2cccc(Cl)c2)=NC(=O)C1C					6.39						
CCN1CC(=O)N=C1NC(=O)Nc1cccc(Cl)c1					6.6						
CCN1CC(N)(C(=O)O)CC1C(=O)O			3.523		3.523	3.523	3.523				3.523
CCN1CCC(=O)N=C1NC(=O)Nc1cc(Cl)ccc1					6.601						
CCN1CCC(NC(=O)c2ccc(OCc3c(C)onc3-c3ccccc3)nc2)CC1	8.03										
CCN1CCCC(NC(=O)c2ccc(OCc3c(C)onc3-c3ccccc3)nc2)C1	8.3										
CCN1CCCC1CC(=O)c1ccc(C#Cc2ccc(OC)cc2)cc1										5.0	
CCN1CCN(Cc2ccc3c(-c4ccc(F)cc4)cc(C(N)=O)nc3c2)CC1C(F)(F)F							7.18				
CCN1CCOc2c1ncc(COc1ccccc1)c2					7.22						
CCN1CCc2c(C1)c1nc(-c3c(F)cccc3)cn1c(O)n2	6.03										
CCN1CCc2c(C1)sc(C#Cc1cccc(F)c1)n2					7.141						
CCN1CCc2c(C1)sc(C#Cc1ccccc1)n2					5.921						
CCN1CCc2c(sc(COc3ccccc3)n2)C1=O					6.16						
CCN1Cc2c(C1=O)c(N)c1ccc(F)c(-c3cc(OC)ccc3OC)c1n2	7.86										
CCN1Cc2c(C1=O)c(N)c1cccc(-c3cc(OC)ccc3OC)c1n2	7.22										
CCN1Cc2c(ccc(-c3c(C)n(-c4c(F)nccc4)nn3)c2)C1=O					5.96	8.48					
CCNC(=O)CCC(CC(N)C(=O)O)C(=O)O											4.0
CCNC(=O)CN1CCCC(NC(=O)c2ccc(OCc3c(C)onc3-c3ccccc3)nc2)C1	7.86										
CCNC(=O)N1Cc2c(-c3noc(C4CC4)n3)ncn2-c2c1cccc2	8.085										
CCNC(=O)Oc1ccc2c(-c3cn(-c4ccccc4)nc3)ccnc2c1											5.0
CCNC(=O)c1c(C)ccc2nc(Cn3nc(C(F)(F)F)cc3Cl)cc(=O)n12		5.6									
CCNC(=O)c1c(C)sc2nc(C(C)c3c(F)c(C(F)(F)F)ccc3)cc(=O)n12		5.51									
CCNC(=O)c1c(C)sc2nc(CN(C)c3ccc(F)cc3)cc(=O)n12		6.36									
CCNC(=O)c1c(C)sc2nc(CN(CC)c3ccc(F)cc3)cc(=O)n12		7.03									
CCNC(=O)c1c(C)sc2nc(CN(CC)c3ccc(F)cn3)cc(=O)n12		5.77									
CCNC(=O)c1c(C)sc2nc(CNc3ccc(F)cc3)cc(=O)n12		5.16									
CCNC(=O)c1c(C)sc2nc(COc3ccc(F)cc3)cc(=O)n12		5.07									
CCNC(=O)c1c(C)sc2nc(Cc3c(Cl)ccc(C#N)c3)cc(=O)n12		4.89									
CCNC(=O)c1c(C)sc2nc(Cc3c(F)c(C#N)ccc3)cc(=O)n12		5.04									
CCNC(=O)c1c(C)sc2nc(Cc3c(F)c(C(F)(F)F)ccc3)cc(=O)n12		5.92									
CCNC(=O)c1c(C)sc2nc(Cc3cc(C#N)ccc3)cc(=O)n12		4.21									
CCNC(=O)c1c(C)sc2nc(Cc3cc(C#N)ccc3C3CC3)cc(=O)n12		4.76									
CCNC(=O)c1c(C)sc2nc(Cc3cc(C(F)(F)F)ccc3)cc(=O)n12		5.72									
CCNC(=O)c1c(C)sc2nc(Cn3ccc(C(F)(F)F)n3)cc(=O)n12		4.77									
CCNC(=O)c1c(C)sc2nc(Cn3nc(C(F)(F)F)cc3C)cc(=O)n12		5.31									
CCNC(=O)c1c(C)sc2nc(Cn3nc(C(F)(F)F)cc3C3CC3)cc(=O)n12		6.27									
CCNC(=O)c1c(C)sc2nc(Cn3nc(C(F)(F)F)cc3Cl)cc(=O)n12		6.36									
CCNC(=O)c1c(C)sc2nc(Cn3nc(C(F)(F)F)cc3OCC(C)C)cc(=O)n12		4.24									
CCNC(=O)c1c(C)sc2nc(Cn3nc(C(F)(F)F)cc3OCC)cc(=O)n12		6.38									
CCNC(=O)c1ccc(OCc2c(C(F)(F)F)onc2-c2ccc(F)cc2)nc1	7.48										
CCNC(=O)c1ccc(OCc2c(C(F)(F)F)onc2-c2ccccc2)nc1	7.51										
CCNC(=O)c1ccc(OCc2c(C)onc2-c2ccc(F)cn2)nc1	9.3										
CCNC(=O)c1ccc(OCc2c(C)onc2-c2ccccc2)nc1	8.54										
CCNC(=O)c1ccc(OCc2c(C)onc2-c2ccncn2)nc1	8.51										
CCNC(=O)c1ccc(OCc2c(C)onc2C2CCCCN2)nc1	8.96										
CCNC(=O)c1ccc(OCc2conc2-c2ccccn2)nc1	7.87										
CCNC(=O)c1ccc(OCc2conc2C2CCC(F)CN2)nc1	7.85										
CCNC(=O)c1nn(C)c2c1ccc(OCc1cccc(C)n1)n2					7.261	4.301					
CCNC(=O)c1nnc2c(-c3c(OC)ccc(OC)c3)cccc2c1N	7.53										
CCNC(=O)c1nnc2c(-c3cc(OC)ccc3OC)c(F)ccc2c1N	8.24										
CCNC12CC3CC(C)(CC(C)(C3)C1)C2		5.76									
CCNCCC(=O)NCCC(=O)O		4.22									
CCNCc1cn(CC(=O)Nc2c(C(N)=O)c3c(CCCC3)s2)nc1C(C)(C)C						6.1					
CCNCc1cn(CC(=O)Nc2c(C(N)=O)c3c(CCCC3)s2)nc1C(F)(F)F						6.1					
CCNCc1cn(CCC(=O)Nc2c(C(N)=O)c3c(CCCC3)s2)nc1C(F)(F)F						5.6					
CCNc1c2c(ncc1)sc1c2ccn(-c2ccc(Br)cc2)c1=O						8.7					
CCNc1c2c(ncc1)sc1c2ccn(-c2ccc(Cl)cc2)c1=O						8.521					
CCNc1c2c(ncn1)sc1c2ccn(-c2ccc(C)cc2)c1=O						7.822					
CCNc1c2c(ncn1)sc1c2ccn(-c2ccc(OC)cc2)c1=O						7.47					
CCNc1c2c(ncn1)sc1c2ncn(-c2ccc(OC)cc2)c1=O					5.0	8.152000000000001					
CCNc1cc(-c2cc(Br)ccc2)cnn1	8.340000000000002										
CCNc1cccnc1Nc1cccc(C)n1					5.521						
CCNc1ccnc2c1c1c(s2)c(=O)n(-c2ccc(C)cc2)cc1						8.112					
CCNc1ccnc2c1c1c(s2)c(=O)n(-c2ccc(OC)cc2)cc1						7.822					
CCNc1nc(Nc2nc3c(CCCc4c-3cn[nH]4)s2)ccc1											6.221
CCNc1ncnc(-c2csc(N(C)C(=O)c3ccc(F)cc3)n2)c1					5.04	8.431000000000001					
CCNc1nncc(-c2cccc(C#N)c2)c1	7.29										
CCOC(=O)C(=O)Nc1cc(N2CCc3c(cccc3)C2)nc(C)c1		6.58									
CCOC(=O)C(=O)Nc1nc(C=Cc2ccccc2)ccn1											5.3
CCOC(=O)C(C)(C)Oc1cccc(N(Cc2cnccc2)S(=O)(=O)CC(F)(F)F)c1							7.06				
CCOC(=O)C(C)NC(=O)c1ccc(OCc2c(C)onc2-c2ccccc2)nc1	7.7										
CCOC(=O)C(C)Oc1cccc(N(Cc2cnccc2)S(=O)(=O)CC(F)(F)F)c1							6.64				
CCOC(=O)C12CC1C(=NO)c1c(cccc1)O2			4.0			5.18	4.0		4.0		4.0
CCOC(=O)C1=NCN2c3c(cc(CC)cc3)C(=O)N(C)CC12	8.255										
CCOC(=O)C1CC(C(=O)OCC)CN(C(=O)C(=O)c2c[nH]c3ccccc23)C1	7.141666666666667										
CCOC(=O)C1CCCN(C(=O)C(=O)c2c[nH]c3ccccc23)C1	6.156666666666666										
CCOC(=O)CC#Cc1ccc(C2SCC(C(C)(C)C)CS2)cc1	6.34										
CCOC(=O)CC1CCCN1C(=O)C(=O)c1c[nH]c2c1cccc2C	6.316666666666666										
CCOC(=O)CC1CCCN1C(=O)C(=O)c1c[nH]c2c1cccc2OC	6.47										
CCOC(=O)CC1CCCN1C(=O)C(=O)c1c[nH]c2ccccc12	6.22										
CCOC(=O)CC1Cc2c(cccc2)C2(CCC(N3CCN(C4CCCCC4)CC3)CC2)O1		7.27									
CCOC(=O)CN1CCCC(NC(=O)c2ccc(OCc3c(C)onc3-c3ccccc3)nc2)C1	7.86										
CCOC(=O)COc1cccc(N(Cc2cnccc2)S(=O)(=O)CC(F)(F)F)c1							6.19				
CCOC(=O)N1C2CCC1CC(O)(C#Cc1cccc(C)c1)C2					7.321000000000001						
CCOC(=O)Nc1ccnc(N2CCc3c(cccc3)C2)c1		5.96									
CCOC(=O)c1c(C)c(C(=O)OC2CC3CCC2C3)c(C)[nH]1						7.0					
CCOC(=O)c1c(C)c(C(=O)OC2CC3CCC2C3)c[nH]1						7.7					
CCOC(=O)c1c(C)nc2c(c1N)c1c(cccc1)n2C	5.52										
CCOC(=O)c1c(COC)c2c(cn1)[nH]c1c2cc(OCc2ccccc2)cc1	8.335										
CCOC(=O)c1c(Cl)sc(-c2ccccc2)c1C				5.0							
CCOC(=O)c1c(N)c2c(nc1C)sc1c2CCC2(C1)OCCO2	4.79										
CCOC(=O)c1c(N)n(-c2c(Cl)cc(C(F)(F)F)cc2Cl)nc1SC	7.599999999999999										
CCOC(=O)c1c(N)sc(-c2c(Cl)cccc2)c1C				5.242000000000001							
CCOC(=O)c1c(N)sc(-c2ccc(F)cc2)c1C				4.92							
CCOC(=O)c1c(N)sc(-c2ccc(OC)cc2)c1C				5.07							
CCOC(=O)c1c(N)sc(-c2ccccc2)c1-c1ccccc1				5.35							
CCOC(=O)c1c(N)sc(-c2ccccc2)c1C				6.122999999999999							
